month,crime_category,current_month_reg,current_month_det,previous_month_reg,previous_month_det,current_year_reg,current_year_det,previous_year_reg,previous_year_det,,
2018-03,Att.to.C.Murder,20,17,20,18,63,59,47,43,,
2018-03,Dacoity,6,5,2,2,10,9,4,4,,
2018-03,Prep.for Dacoity,,,,,,,,,,
2018-03,Robbery,90,67,79,55,256,202,194,129,,
2018-03,Robbery Chain Snatching,11,3,10,3,31,13,37,16,,
2018-03,Att.to.C.Robbery,,,,,,,,,,
2018-03,Extortion,23,18,21,15,64,52,35,28,,
2018-03,H.B.T.Day,98.5,21,90.5,19,298.5,104.5,291,94.5,,
2018-03,H.B.T.Night.,98.5,21,90.5,19,298.5,104.5,291,94.5,,
2018-03,Thefts.,548,112,530,111,"1,618",440,"1,663",389,,
2018-03,M.V.Thefts.,301,50,295,52,940,269,719,169,,
2018-03,Snatching,,,,,,,,,,
2018-03,Hurt,501,358,385,276,"1,367","1,102","1,165",918,,
2018-03,Riots.,53,39,46,27,201,142,108,83,,
2018-03,Rape,67,50,57,37,201,163,150,118,,
2018-03,Molestation,236,165,207,142,682,515,572,409,,
2018-03,Other I.P.C.,"1,525",828,"1,377",681,"4,374","2,560","3,791","2,127",,
2018-02,Murder,7,6,10,9,16,14,24,21,,
2018-02,Att.to.C.Murder,20,18,23,21,43,41,25,24,,
2018-02,Dacoity,2,2,1,0,3,3,2,2,,
2018-02,Prep.for Dacoity,,,,,,,,,,
2018-02,Robbery,79,55,88,65,167,125,117,75,,
2018-02,Robbery Chain Snatching,10,3,10,5,20,8,21,11,,
2018-02,Att.to.C.Robbery,,,,,,,,,,
2018-02,Extortion,21,15,20,16,41,32,14,11,,
2018-02,H.B.T.Day,90.5,19,110,36.5,200,68,192.5,57.5,,
2018-02,H.B.T.Night.,90.5,19,110,36.5,200,68,192.5,57.5,,
2018-02,Thefts.,530,111,539,144,"1,070",276,"1,056",248,,
2018-02,M.V.Thefts.,295,52,344,53,639,156,494,106,,
2018-02,Snatching,,,,,,,,,,
2018-02,Hurt,385,276,481,361,866,680,717,555,,
2018-02,Riots.,46,27,101,60,148,97,64,40,,
2018-02,Rape,57,37,64,49,126,97,78,62,,
2018-02,Molestation,207,142,240,164,446,322,364,252,,
2018-02,Other I.P.C.,"1,377",681,"1,484",766,"2,857","1,564","2,386","1,271",,
2018-01,Murder,10,9,7,4,10,9,13,12,,
2018-01,Att.to.C.Murder,23,21,16,12,23,21,19,17,,
2018-01,Dacoity,1,0,4,3,1,0,1,1,,
2018-01,Prep.for Dacoity,,,,,,,,,,
2018-01,Robbery,88,65,84,55,88,65,74,45,,
2018-01,Robbery Chain Snatching,10,5,12,4,10,5,14,7,,
2018-01,Att.to.C.Robbery,,,,,,,,,,
2018-01,Extortion,20,16,21,15,20,16,9,8,,
2018-01,H.B.T.Day,220,73,205,49,220,73,214,55,,
2018-01,H.B.T.Night.,,,,,,,,,,
2018-01,Thefts.,539,144,643,126,539,144,586,137,,
2018-01,M.V.Thefts.,344,53,376,44,344,53,272,43,,
2018-01,Snatching,,,,,,,,,,
2018-01,Hurt,481,361,377,272,481,361,380,278,,
2018-01,Riots.,101,60,38,27,101,60,34,23,,
2018-01,Rape,64,49,57,50,64,49,35,26,,
2018-01,Molestation,240,164,224,157,240,164,193,137,,
2018-01,Other I.P.C.,"1,484",766,"2,186","1,433","1,484",766,"1,289",643,,
